Sentence	Emotion
이런걸 왜 기사로 쓰는지 이해불능	분노
노래가나오냐18개노답이네	분노
되게 힘든가봐..OS 폐쇄성이 부른 죄값이다.	분노
차나끌지 마세요 밑에 비흡연충	분노
그런생각을 가지셧으면서 게임중독법은 왜 만드심?	분노
진짜 환경부가 제대로 하는게 _니까대체?	분노
없는놈은 죄지으면 처리 속도가 lte 광대역급 속도구만 ㅎ	분노
에휴...드러운 놈이네~	분노
나라꼴 잘 돌아간다.. 정치고 경제고 교육이고 죄다 저 년이 좌지우지한거네	분노
아니 도로에는 포켓몬 안뜨게 해야지 미쳤나	분노
정말 정신 나갔네 ㅡㅡ	분노
엥? 사실 여자 몸무게보고 흉보는건 같은 여자 아니냐?	분노
대형항공사 로비받아서 실효성도 없는 규제하나더 창조했네. 역시 창조경제	분노
대표적 사기꾼국가	분노
미친 쪽빠리들 ㅡㅡㅡㅡㅡㅡ꺼져	분노
그러다 범죄자들이 누깔 빼가면	분노
이나라나 저나라으 개판이구나 개판	분노
너희들이 보수냐!! 쌍것들아!!!	분노
이 그럼 수석이 그냥 가서 나가라 하겠냐	분노
감히...어따호나우지뉴형님과비교를	분노
미국내 한국인 불법 거주자 가 많으니 이런 부당한 대우 를 받고도 강력한 항의도 제대로 못하네	분노
"개누리, 닭과 같이 처단!!!"	분노
트럼프 조만간 암살...	분노
이제 마음껏 관리받고 미용실도 가시길아 전에도 뭐 세상 편하게 하셨구나...	분노
니들 청장이나 잡아	분노
대선 나가려니 뭐 하긴 해야겠고 그래서 또 세금으로 생색내기	분노
중국어선 이나 제대로 처리해라근본적인 원인 아니냐????	분노
세상엔 미친사람이 참 많다	분노
느~을 국민의 반대편에 서서 정권의 하수인역할만 하고 월급은 국민들한테 받아가니....	분노
이래서 탄핵으로 끌려내려와야 기록물 저장 못하지	분노
저거누가허가내주었는지 낱났이밝혀야합니다!	분노
"그 사람 얼굴 보고 못할 말, 익명성 이용해서 하는 사람이 가장 찌질한 사람이죠."	분노
이걸 기점으로 닭그네 탄핵후 구속 가자!!!	분노
아무리 변호사지만 뭐가 옳은지를 보고 변호를 해라당신도 저 꼴 나기싫으면 바르게 살고 변호하시지~	분노
역시중국 짜가나라 짜가가 제일이군요	분노
돈만 밝히는 한국불교계를 떠난다는 외국인 승려말이 맞네	분노
당장 끝내도 탄핵은 기각 될것이다 재수업는 야당과좌파 세력들	분노
다 공범이당 다시는 국회의원 못하게 해야 한다.	분노
법이란법은 지가 앞장서서 죄다 어겼구만!!!	분노
담뱃값을 올리기전에 이걸 먼저 했었어야 되는거 아니냐?	분노
"탄핵과 모든 관련자 민, 형사처벌 !!!"	분노
에혀 진짜 제대로 못하니 쫌!!!	분노
뒷배가 누구냐?	분노
야동도 보지 말라는거냐 ? 뭐 어쩌라고 _ㅡ발련들아 나가서 성범죄 저지르라고 ?	분노
닥치고 애플이나 삼성이나 가격이나 내려라.	분노
사형시켜라!!!!!!!	분노
당장 내일 날씨도 못맞추면서 뭔 가을예보 질이냐 수준맞게 예보해라	분노
해킹한 사람 실명밝히고 처벌하자 사생활 침해는 범죄다.	분노
하늘에서 쓰레기가 내려옵니다~~~	분노
도둑놈~	분노
국민연금 토해놓고 하야해라	분노
세월호처럼 지하철학살시킬라구?? 미친것들	분노
거짓말쟁이 닭그네	분노
정유라년이나 잡아들여	분노
순실이가 닭년 다음으로 바지대통령 만들려던 닭년 꼬봉세끼가 입만 살아서!!!	분노
소는 누가키우냐 매일 대모질이사하고 이 개들아	분노
그만해	분노
인간들이 딴곳에선 찍소리도 못 하는 찌질이들이 꼭 지X 하더라	분노
꼬리자르기 리액션은 안 통한다 검찰아	분노
언론이 쓰레기 저질이구나 기레기 새끼	분노
여기 저기 다들 미쳐돌아가는 세상이군....	분노
짱개머니없으면 아무것도못하는 헬조선 ㅋ	분노
저런것들을 잡아다가 총 칼이난무하는 시리아에 보내자	분노
과연 자유민주국가답다	분노
퍽이나 연장해주겠다 ㅋㅋㅋㅋ	분노
"이래 저래 정부가 국민들 개호구로 만드는구나,"	분노
짱꼴라 애널써커짓좀 적당히쳐해라	분노
이재용 신발새끼	분노
이번 사건도 박근혜가 시켰다고 해보시지	분노
나라세금 공짜로 지원하지마라	분노
괘씸죄로 찍혀버려라	분노
나라 팔아먹을 년이야 진짜 끔찍하다	분노
미친개는 사살이 답이다.	분노
노무현 대통령도 죽이는데 사람 하나 죽이기 껌이지?	분노
박사모 일베 니들 한 짓은 고대로 돌려받을거다	분노
차라리 자동차검사나 철저히 하지...	분노
그 놈들 거쇄는 해서 내보내라!!!!	분노
팔에 문신도 따라하더니 머리에 염색도 따라하고 곧 탈세도 따라하겠군	분노
후안무치 전국민이 알게될 의미!	분노
그 주둥이로 민심을 말하지마라 더러우니까	분노
이러니까 가고싶은 군대라는말이 정신나간 소리 라는 말을듣지	분노
박근혜의 모든 기억을 지울 수만 있다면 다 지우고싶다!!	분노
이젠 예보를 하는건지 중계를 하는건지 그것도 아니면 그냥 씨부리는건지 구별이 안감	분노
저걸어떻게잡어 ㅡㅡ	분노
"박지원, 문재인 너들을 국개의원으로 보지않으니 북으로 가거라!"	분노
갑질 애플 썩은 애플	분노
위증죄 추가해라 김영재	분노
조선족 추방하라고 ㅡㅡ	분노
사자굴에 쳐 던지고 싶다	분노
대만놈들이 야후코리아 철수 할때 양아치 짓한거 아직도 잊지 못한다....	분노
오지환 최군 군대가라	분노
징핑 아 ㅡ. 어서 색출하여. 목을 쳐라.	분노
대통령님...진짜...사실이면 대사관.영사관 모두 숙청바랍니다.	분노
우끼고있네 역시조작의달인좌티비씨.	분노
이새끼도 뒤가 구린 새끼드 조사해라..	분노
나도 허리디스크에 수술까지했는데 2002년에 강원도인제로 군대 갔다왔다 !! 니가 지금 제정신이냐	분노
군비리 척결 비추천 11멍 뭐데	분노
안가...해외여행이나 갈려고.	분노
모마인기있을때 핸들잡고 모마처하는새끼들 졸라 많이봄	분노
답없는 빨갱이 신천지들	분노
100만이 뭐야! 4998만 명 모이고도 남지!	분노
니 부인도 속 지지리도 썩겠다..	분노
노무현때는웃던데 자기가당하니까 배후있다고하네	분노
박사모들아 김정은 개ㅇ끼 해봐. 못하지?	분노
술안먹는 손님은 출입금지 안시키냐? ㅋ	분노
하여튼 찍사쉐이들 문제많아요~	분노
구라청.. 하다못해 핑계까지..	분노
여성부 다음 먹퇴는 기상청...	분노
말사느라 총알이 조금 부족했나보네	분노
그나마 제 정신은 남경필 등 뿐이구만	분노
김영재 당장구속 수사하라	분노
진짜 어른으로서 창피하다 창피해!!	분노
미국은 미국일뿐 어떠한 사상도 어떠한 우방도 민족을 앞설순없다! 김영삼	분노
소녀가 아줌마 되면 그제야 방송출연 시킬거냐? yg야	분노
아...진짜! 신이 계시다면 저것들좀 벌주세요.	분노
"죄값을 달게 받아라,"	분노
"사드핑계대지 말고 한국은 쇼핑외에는 볼게 없어 ,인심도 바닥이지,관객을 호구로보질 안나,무시하지 안나"	분노
탄핵 장난하나요? 사형시켜야 합니다!!!	분노
최순실이가 대한민국을 최고로 빛낸 인물도 아니고 안좋는것은 덮고 가자 기사도 쓰지말고 짜증난다	분노
태평양 건너 나라 끼리도 안보를 중요시하는데 이 나라 종북좌빨들은 참...	분노
이게 다 돈받아 쳐먹은 닭순실 년들 때문이다.	분노
개박들 당수는 최순실이가 꿀잼~~	분노
국민들 우롱하지말고 방송에서 퇴출하라!기사 내려라눈 배_다	분노
박근혜 이 벌레만도 못한것아..	분노
"땅콩 안 준다고 깽판쳐도 깜방 가는데, 이 놈은 술 처먹고 깽판 부렸으니, 1년 이상은 푹 쉬겠구마."	분노
기사 제목 쓰레기다 진짜	분노
대통령이 아니라 동네 생양아치네.	분노
또라이닭이네AI걸렸냐??	분노
얼릉~~~주거삐라.	분노
썩은뿌리가 다시는 자라나지 못하도록 철저하게 뽑아버려야 한다.	분노
암만 그래도 쪽바리보단 낫다..ㅋㅋㅋ..화산.지진쓰나미.방사능 오염..불쌍한 쪽바리덜	분노
다파해쳐라.끝까지.	분노
일본한테 36년 나라 뺏기고 남자는 총알받이로 여자는 위안부로 끌려간 그 역사 되풀이하고싶으냐?	분노
광우병우 박근혜 최순실 나라를 이따위로 만들어?	분노
국가범법자	분노
돼.지들 단체로 난리났네ㅋㅋ	분노
얼마전 그 협정도 진짜 보면서 너무 빡쳤는데 저새끼도 진짜 하....	분노
쪽발이 놈들아~하늘이 노하고. 땅이 안다.니들이 한짓을...	분노
네이버는 이건희기사 냈나	분노
죽빵날리고싶다	분노
병신4적 그네 순실 기춘 병우 이네년놈은 꼭 잡아 넣어라	분노
지진을 다스리는 울나라 정부 이번엔 화산폭발로?	분노
연쇄담화범ㅋㅋㅋㅋㅋㅋ 센스 굿	분노
33살이 팔자좀 고쳐 보겠다는데 왜이러삼~~	분노
니가 말아먹은 돈이나 내 놔라!	분노
국기문란은 성별 따지지말고 개작두형 즉시집행해야	분노
개인사로 대통령 직위를 이용하다니이게 나라냐?	분노
나라 자체가 다 썩었어....	분노
그냥사형제도부활시키자^^ ㄹㅇ 이대로는답없다고본다	분노
다필요없고 7시간동안 햇냐 그것만 알려주라	분노
진짜 최순실이 저년은 가랭이를 찢어주길련이다	분노
그렇게 억울하고 떳떳하면 조사 받으면 되잖아	분노
티파니한테 유독 엄격하네 쓰레기같은 것들	분노
"페미니스트:노인,장애인,어린이는 모두 강자고 사지멀쩡한 성인여자는 모두 약자다."	분노
박근혜가 당한걸로 몰고가지마라. 구속시키자. 꼭 그날이 올거다	분노
황교안 겉으로는 대통령 행세하면서 뒷구녕으로는 박근혜&최순실 비위맞추고 보호하고 있었구나 ㅋㅋㅋㅋㅋㅋ	분노
대한민국 흡혈귀 삼성 이제 떠나라!!!!!	분노
"어처구니없는 창문회, 어처구니없는 대한민국 정치판!!"	분노
참신한 개소리다	분노
아가리를_고십다아아아아아~~~~~~~아	분노
필리핀 검찰과 경찰 그리고 사법부는 쓰레기통이다.	분노
박근혜의 탄핵여부가 중심인 이 시국에서 세월호 7시간의 진실과 세월호 인양문제는 절대 빠져서는 안될 논점이다.	분노
짱깨는 미국에 무릎을 꿇을것 머리을박고 석고대죄 할것	분노
꼴통 중에 상꼴통 기대도안했다	분노
생각없는 ㅉㅉ 진짜 때려주고싶네	분노
조영남.신정아.똑같은것들끼리 붙어서 사기나 치고.사회에세 완전 매장시켜라.	분노
일본놈들은 자진반납해라	분노
경찰인력 남아도냐? 민생치안에 힘써라!! 힘있는 놈 돈있는 놈 뒷치닥거리 하지말고!!	분노
이게 다 순실이 때문이다	분노
지후선배는 잘못없어요 거짓임신한여자의 잘못입니다	분노
쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기 쓰레기	분노
주둥아리을 뭉개야~	분노
비싼 좌약이네	분노
저 바퀴벌레들 세계적으로 골치 진짜 이웃나라 피해주지말구 좀 사라졌으면	분노
라멜라 개삽질한거 바탕깔면 아시아는 찬밥신세	분노
그래..너도 쳐먹지마	분노
군복벗어라 이년아너같은게 군복은	분노
헐 문제네 문제 어디끼ㅣ지 썩었니ㅣ	분노
니 섀끼 하나 때문에 성탄절 분위기도 안나고 초상집이 따로없다	분노
끝까지 추잡하다	분노
증인보호를 왜 이따위로 합니까	분노
또라이~~	분노
그러니까 고영태하고 삼자대면 시키고제대로 밝혀라첨에 jtbc에서 국정기밀 누출이라고 보여준 화면 그게 테블릿 화면이냐제대로 똑바로 밝혀봐	분노
공사판 포크레인이랑 레미콘 10톤트럭 다 청와대로 집결시켜라 동학농민 혁명의 시작이다.	분노
진작에 정유라 조저야 순시리 다불지 창창한애 50년 썩어라 이럼 된다	분노
"네티즌들아, 인터넷 댓글작성그만하고 현장으로 나가서 정부와 중국대사관을 향해 대기오염을 다 없애버리라고 촉구시위해버려."	분노
동감..!!트럼프가 위험한건 이제는 미국이 세계적인 경찰(universal police)의 역활을 그만 두고 돈만 따라 가겠다는건 세계를 망하게 하겠다는 것과 같다...!!	분노
오지마라 해라. 싸가지 없는 놈들 대사관 비우고 다 철수시켜라.	분노
저놈들은 도저히 구제가 안된다 살가죽을 벗겨야 한다 쓰레기들..	분노
그래 그러고 유라년한태 니후임 인계하고 니들 작당해 나라팔아먹었라 미친것 이것은 _이업다	분노
